venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente
VTA-01426,2024-06-17,2024,6,Q2,Toyota SW4,Toyota,SUV,Luxury,42000000,42550000,0,0,42550000,0,42550000,29500000,13050000,30.7,13050000,Paula Gómez,Centro,Senior,1419042,Contado,Showroom,1,8650000,0,70,1,5
VTA-01770,2024-06-17,2024,6,Q2,Toyota Hilux,Toyota,Pickup,Premium,28000000,27000000,1,270000,26730000,75932,26805932,19800000,6930000,25.9,6960372,Valentina Cruz,Este,Senior,952924,Cuotas 36x,Web,1,11350000,1,1,1,5
VTA-00336,2024-06-17,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4900000,2,98000,4802000,236274,5038274,3500000,1302000,27.1,1396509,Paula Gómez,Centro,Senior,160147,Cuotas 12x,Web,0,0,2,2,1,4
VTA-02983,2024-06-17,2024,6,Q2,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,6000000,0,0,6000000,56612,6056612,4200000,1800000,30.0,1822644,Joaquín Torres,Sur,Semi-Senior,163800,Leasing,Referido,1,2250000,1,5,0,5
VTA-02243,2024-06-17,2024,6,Q2,Ford Territory,Ford,SUV,Premium,18000000,17550000,2,351000,17199000,0,17199000,12900000,4299000,25.0,4299000,Valentina Cruz,Este,Senior,613144,Cuotas 12x,Web,0,0,0,2,1,5
VTA-03154,2024-06-17,2024,6,Q2,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,10950000,1,109500,10840500,125679,10966179,8200000,2640500,24.4,2690771,Martín López,Oeste,Junior,216810,Cuotas 12x,Showroom,1,2750000,1,2,1,3
VTA-00757,2024-06-18,2024,6,Q2,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21950000,0,0,21950000,0,21950000,15800000,6150000,28.0,6150000,Paula Gómez,Centro,Senior,732032,Contado,Showroom,0,0,0,1,1,4
VTA-02871,2024-06-18,2024,6,Q2,Ford Ka,Ford,Hatchback,Económico,4000000,4100000,2,82000,4018000,267533,4285533,2950000,1068000,26.6,1175013,Martín López,Oeste,Junior,80360,Cuotas 24x,Web,0,0,1,4,0,5
VTA-01228,2024-06-18,2024,6,Q2,BMW Serie 3,BMW,Sedán,Luxury,48000000,46000000,0,0,46000000,407893,46407893,33600000,12400000,27.0,12563157,Carlos Méndez,Norte,Senior,1481200,Cuotas 12x,Showroom,1,9050000,2,25,1,3
VTA-00222,2024-06-18,2024,6,Q2,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,5,170000,3230000,0,3230000,2600000,630000,19.5,630000,Joaquín Torres,Sur,Semi-Senior,88179,Cuotas 12x,Showroom,0,0,0,4,1,3
VTA-02357,2024-06-19,2024,6,Q2,Ford EcoSport,Ford,SUV,Intermedio,10500000,9950000,0,0,9950000,231839,10181839,7600000,2350000,23.6,2442735,Diego Romero,Centro,Junior,218900,Contado,Instagram,0,0,2,18,0,4
VTA-01554,2024-06-19,2024,6,Q2,Ford Territory,Ford,SUV,Premium,18000000,17250000,2,345000,16905000,82911,16987911,12900000,4005000,23.7,4038164,Martín López,Oeste,Junior,338100,Contado,Web,0,0,1,14,1,5
VTA-03114,2024-06-19,2024,6,Q2,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11350000,3,340500,11009500,0,11009500,7900000,3109500,28.2,3109500,Paula Gómez,Centro,Senior,367167,Cuotas 12x,Web,0,0,0,10,0,5
VTA-01343,2024-06-19,2024,6,Q2,BMW Serie 3,BMW,Sedán,Luxury,48000000,49500000,5,2475000,47025000,0,47025000,33600000,13425000,28.5,13425000,Martín López,Oeste,Junior,940500,Cuotas 36x,Web,0,0,0,31,1,4
VTA-01902,2024-06-19,2024,6,Q2,Honda Civic,Honda,Sedán,Premium,16000000,16300000,1,163000,16137000,204672,16341672,11400000,4737000,29.4,4818868,Joaquín Torres,Sur,Semi-Senior,440540,Cuotas 24x,Showroom,0,0,1,2,1,5
VTA-02781,2024-06-19,2024,6,Q2,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11650000,1,116500,11533500,199653,11733153,8200000,3333500,28.9,3413361,Lucía Fernández,Norte,Semi-Senior,302754,Cuotas 12x,Referido,0,0,1,3,0,5
VTA-03371,2024-06-20,2024,6,Q2,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8150000,3,244500,7905500,446593,8352093,6100000,1805500,22.8,1984137,Lucía Fernández,Norte,Semi-Senior,207519,Cuotas 24x,Web,1,1350000,3,15,1,4
VTA-00253,2024-06-20,2024,6,Q2,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9050000,0,0,9050000,409617,9459617,6900000,2150000,23.8,2313846,Martín López,Oeste,Junior,181000,Contado,Referido,0,0,2,2,1,5
VTA-03719,2024-06-20,2024,6,Q2,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10500000,1,105000,10395000,0,10395000,7900000,2495000,24.0,2495000,Paula Gómez,Centro,Senior,346673,Cuotas 24x,Referido,1,3950000,0,3,1,5
VTA-01022,2024-06-20,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4850000,1,48500,4801500,0,4801500,3500000,1301500,27.1,1301500,Valentina Cruz,Este,Senior,171173,Cuotas 24x,Web,1,1050000,0,7,0,2
VTA-02627,2024-06-20,2024,6,Q2,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,0,0,3350000,0,3350000,2600000,750000,22.4,750000,Valentina Cruz,Este,Senior,119427,Plan de ahorro,Showroom,0,0,0,2,1,4
VTA-03298,2024-06-20,2024,6,Q2,Ford EcoSport,Ford,SUV,Intermedio,10500000,10150000,0,0,10150000,641106,10791106,7600000,2550000,25.1,2806442,Lucía Fernández,Norte,Semi-Senior,266438,Contado,Showroom,0,0,3,5,1,4
VTA-02613,2024-06-21,2024,6,Q2,Toyota SW4,Toyota,SUV,Luxury,42000000,40850000,0,0,40850000,0,40850000,29500000,11350000,27.8,11350000,Valentina Cruz,Este,Senior,1456302,Contado,Referido,1,11700000,0,17,0,4
VTA-02534,2024-06-21,2024,6,Q2,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4050000,2,81000,3969000,0,3969000,3100000,869000,21.9,869000,Carlos Méndez,Norte,Senior,127802,Plan de ahorro,Web,1,1400000,0,3,0,4
VTA-03594,2024-06-21,2024,6,Q2,Jeep Renegade,Jeep,SUV,Premium,17500000,18100000,1,181000,17919000,0,17919000,12500000,5419000,30.2,5419000,Diego Romero,Centro,Junior,394218,Cuotas 36x,Showroom,0,0,0,8,0,4
VTA-01122,2024-06-22,2024,6,Q2,Toyota SW4,Toyota,SUV,Luxury,42000000,40350000,2,807000,39543000,0,39543000,29500000,10043000,25.4,10043000,Paula Gómez,Centro,Senior,1318759,Cuotas 24x,Web,0,0,0,55,1,5
VTA-03439,2024-06-22,2024,6,Q2,Ford Ranger,Ford,Pickup,Premium,24000000,23150000,3,694500,22455500,218442,22673942,17200000,5255500,23.4,5342876,Martín López,Oeste,Junior,449110,Cuotas 36x,Referido,0,0,1,1,1,5
VTA-00681,2024-06-22,2024,6,Q2,Renault Duster,Renault,SUV,Intermedio,9800000,9600000,2,192000,9408000,207931,9615931,7100000,2308000,24.5,2391172,Valentina Cruz,Este,Senior,335395,Contado,Llamada entrante,1,3650000,2,5,1,4
VTA-03821,2024-06-22,2024,6,Q2,Jeep Compass,Jeep,SUV,Luxury,25000000,23600000,0,0,23600000,258545,23858545,17800000,5800000,24.6,5903418,Sofía Herrera,Sur,Senior,814200,Cuotas 12x,Web,1,8700000,1,10,0,4
VTA-03448,2024-06-22,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4950000,3,148500,4801500,0,4801500,3500000,1301500,27.1,1301500,Martín López,Oeste,Junior,96030,Cuotas 36x,Referido,1,750000,0,1,1,4
VTA-03478,2024-06-23,2024,6,Q2,Ford EcoSport,Ford,SUV,Intermedio,10500000,10000000,0,0,10000000,254839,10254839,7600000,2400000,24.0,2501935,Diego Romero,Centro,Junior,220000,Cuotas 36x,Showroom,0,0,1,1,0,4
VTA-03057,2024-06-23,2024,6,Q2,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4200000,0,0,4200000,0,4200000,3100000,1100000,26.2,1100000,Paula Gómez,Centro,Senior,140070,Contado,Web,0,0,0,3,1,3
VTA-00138,2024-06-24,2024,6,Q2,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4050000,2,81000,3969000,215385,4184385,3100000,869000,21.9,955154,Joaquín Torres,Sur,Semi-Senior,108354,Cuotas 36x,Showroom,0,0,2,5,1,5
VTA-02083,2024-06-24,2024,6,Q2,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11950000,0,0,11950000,0,11950000,8200000,3750000,31.4,3750000,Valentina Cruz,Este,Senior,426017,Plan de ahorro,Referido,0,0,0,9,1,3
VTA-02133,2024-06-25,2024,6,Q2,Ford EcoSport,Ford,SUV,Intermedio,10500000,10200000,1,102000,10098000,0,10098000,7600000,2498000,24.7,2498000,Diego Romero,Centro,Junior,222156,Plan de ahorro,Referido,1,2550000,0,4,1,4
VTA-03078,2024-06-25,2024,6,Q2,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4050000,5,202500,3847500,0,3847500,3100000,747500,19.4,747500,Valentina Cruz,Este,Senior,137163,Leasing,Referido,0,0,0,1,0,4
VTA-00992,2024-06-25,2024,6,Q2,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,51450000,1,514500,50935500,0,50935500,36400000,14535500,28.5,14535500,Joaquín Torres,Sur,Semi-Senior,1390539,Plan de ahorro,Referido,0,0,0,7,0,5
VTA-00201,2024-06-25,2024,6,Q2,Jeep Renegade,Jeep,SUV,Premium,17500000,18000000,1,180000,17820000,175603,17995603,12500000,5320000,29.9,5390241,Joaquín Torres,Sur,Semi-Senior,486486,Plan de ahorro,Showroom,1,2800000,1,32,1,4
VTA-03216,2024-06-25,2024,6,Q2,Ford EcoSport,Ford,SUV,Intermedio,10500000,10450000,0,0,10450000,196975,10646975,7600000,2850000,27.3,2928790,Sofía Herrera,Sur,Senior,360525,Cuotas 12x,WhatsApp,0,0,1,8,0,3
VTA-00556,2024-06-25,2024,6,Q2,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7500000,3,225000,7275000,0,7275000,5600000,1675000,23.0,1675000,Carlos Méndez,Norte,Senior,234255,Cuotas 24x,Web,1,2100000,0,18,1,4
VTA-01904,2024-06-25,2024,6,Q2,Toyota Hilux,Toyota,Pickup,Premium,28000000,28150000,2,563000,27587000,0,27587000,19800000,7787000,28.2,7787000,Lucía Fernández,Norte,Semi-Senior,724159,Leasing,Instagram,0,0,0,1,0,3
VTA-03992,2024-06-25,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,0,0,4800000,159487,4959487,3500000,1300000,27.1,1363794,Diego Romero,Centro,Junior,105600,Cuotas 24x,Showroom,0,0,1,12,1,5
VTA-03597,2024-06-25,2024,6,Q2,Honda Civic,Honda,Sedán,Premium,16000000,16400000,2,328000,16072000,0,16072000,11400000,4672000,29.1,4672000,Paula Gómez,Centro,Senior,536001,Cuotas 36x,Instagram,0,0,0,16,0,3
VTA-03418,2024-06-25,2024,6,Q2,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11950000,1,119500,11830500,0,11830500,9000000,2830500,23.9,2830500,Lucía Fernández,Norte,Semi-Senior,310551,Cuotas 36x,Web,0,0,0,5,0,3
VTA-02825,2024-06-26,2024,6,Q2,Renault Duster,Renault,SUV,Intermedio,9800000,9550000,4,382000,9168000,0,9168000,7100000,2068000,22.6,2068000,Paula Gómez,Centro,Senior,305753,Cuotas 12x,Web,1,3300000,0,23,0,4
VTA-03328,2024-06-26,2024,6,Q2,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5500000,5,275000,5225000,202020,5427020,4200000,1025000,19.6,1105808,Diego Romero,Centro,Junior,114950,Cuotas 24x,WhatsApp,0,0,2,1,0,4
VTA-03734,2024-06-26,2024,6,Q2,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,1,34000,3366000,0,3366000,2600000,766000,22.8,766000,Valentina Cruz,Este,Senior,119998,Contado,Showroom,1,600000,0,10,1,2
VTA-00165,2024-06-26,2024,6,Q2,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9400000,0,0,9400000,0,9400000,6900000,2500000,26.6,2500000,Sofía Herrera,Sur,Senior,324300,Cuotas 24x,Showroom,0,0,0,6,1,4
VTA-01915,2024-06-27,2024,6,Q2,Ford Territory,Ford,SUV,Premium,18000000,17900000,1,179000,17721000,0,17721000,12900000,4821000,27.2,4821000,Sofía Herrera,Sur,Senior,611374,Contado,Showroom,0,0,0,19,1,5
VTA-03305,2024-06-27,2024,6,Q2,Jeep Compass,Jeep,SUV,Luxury,25000000,24950000,2,499000,24451000,0,24451000,17800000,6651000,27.2,6651000,Carlos Méndez,Norte,Senior,787322,Cuotas 24x,Showroom,1,7750000,0,8,1,5
VTA-02383,2024-06-28,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4850000,4,194000,4656000,0,4656000,3500000,1156000,24.8,1156000,Valentina Cruz,Este,Senior,165986,Cuotas 12x,Web,0,0,0,11,0,3
VTA-00739,2024-06-28,2024,6,Q2,Renault Oroch,Renault,Pickup,Intermedio,13000000,12800000,0,0,12800000,99986,12899986,9400000,3400000,26.6,3439994,Lucía Fernández,Norte,Semi-Senior,336000,Contado,Web,0,0,1,14,1,5
VTA-02782,2024-06-29,2024,6,Q2,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22050000,4,882000,21168000,224673,21392673,16500000,4668000,22.1,4757869,Carlos Méndez,Norte,Senior,681610,Contado,Referido,0,0,2,10,0,5
VTA-01500,2024-06-29,2024,6,Q2,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22800000,0,0,22800000,0,22800000,15800000,7000000,30.7,7000000,Joaquín Torres,Sur,Semi-Senior,622440,Leasing,Showroom,0,0,0,3,1,4
VTA-00616,2024-06-29,2024,6,Q2,Renault Sandero,Renault,Hatchback,Económico,4800000,4700000,5,235000,4465000,0,4465000,3500000,965000,21.6,965000,Martín López,Oeste,Junior,89300,Contado,Instagram,0,0,0,1,1,4
VTA-01669,2024-06-29,2024,6,Q2,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7600000,0,0,7600000,203416,7803416,5600000,2000000,26.3,2081366,Paula Gómez,Centro,Senior,253460,Cuotas 36x,Web,1,1500000,1,8,1,4
VTA-01073,2024-06-30,2024,6,Q2,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23750000,2,475000,23275000,257678,23532678,16500000,6775000,29.1,6878071,Sofía Herrera,Sur,Senior,802987,Contado,Web,0,0,2,26,1,3
VTA-00482,2024-06-30,2024,6,Q2,Ford Ranger,Ford,Pickup,Premium,24000000,24650000,4,986000,23664000,261392,23925392,17200000,6464000,27.3,6568556,Lucía Fernández,Norte,Semi-Senior,621180,Cuotas 12x,Referido,0,0,2,4,0,5
VTA-03663,2024-06-30,2024,6,Q2,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7900000,1,79000,7821000,0,7821000,5900000,1921000,24.6,1921000,Sofía Herrera,Sur,Senior,269824,Contado,Web,0,0,0,1,0,4
VTA-03277,2024-06-30,2024,6,Q2,Ford Ka,Ford,Hatchback,Económico,4000000,3950000,2,79000,3871000,0,3871000,2950000,921000,23.8,921000,Carlos Méndez,Norte,Senior,124646,Leasing,Referido,0,0,0,1,1,2
VTA-00511,2024-07-01,2024,7,Q3,Ford Territory,Ford,SUV,Premium,18000000,17550000,2,351000,17199000,267257,17466257,12900000,4299000,25.0,4405902,Diego Romero,Centro,Junior,378378,Leasing,Web,0,0,2,2,1,3
VTA-01039,2024-07-01,2024,7,Q3,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,20800000,0,0,20800000,0,20800000,15800000,5000000,24.0,5000000,Valentina Cruz,Este,Senior,741520,Cuotas 36x,Web,0,0,0,2,1,5
VTA-01229,2024-07-02,2024,7,Q3,Renault Sandero,Renault,Hatchback,Económico,4800000,4800000,1,48000,4752000,196820,4948820,3500000,1252000,26.3,1330728,Joaquín Torres,Sur,Semi-Senior,129730,Leasing,WhatsApp,0,0,1,13,1,5
VTA-01568,2024-07-02,2024,7,Q3,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52550000,0,0,52550000,0,52550000,36400000,16150000,30.7,16150000,Lucía Fernández,Norte,Semi-Senior,1379438,Cuotas 36x,Web,0,0,0,49,1,4
VTA-00088,2024-07-02,2024,7,Q3,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14900000,3,447000,14453000,0,14453000,10200000,4253000,29.4,4253000,Lucía Fernández,Norte,Semi-Senior,379391,Cuotas 36x,Instagram,1,2450000,0,1,1,5
VTA-00174,2024-07-03,2024,7,Q3,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10750000,2,215000,10535000,269621,10804621,7900000,2635000,25.0,2742848,Martín López,Oeste,Junior,210700,Cuotas 24x,Showroom,1,2850000,2,15,1,5
VTA-00436,2024-07-03,2024,7,Q3,Jeep Renegade,Jeep,SUV,Premium,17500000,16700000,0,0,16700000,398341,17098341,12500000,4200000,25.1,4359336,Martín López,Oeste,Junior,334000,Plan de ahorro,Instagram,0,0,2,1,1,5
VTA-02255,2024-07-03,2024,7,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9650000,1,96500,9553500,0,9553500,6900000,2653500,27.8,2653500,Diego Romero,Centro,Junior,210177,Contado,Web,1,3100000,0,1,1,1
VTA-03982,2024-07-04,2024,7,Q3,BMW Serie 3,BMW,Sedán,Luxury,48000000,49700000,2,994000,48706000,248938,48954938,33600000,15106000,31.0,15205575,Sofía Herrera,Sur,Senior,1680357,Contado,Web,1,12800000,3,3,1,4
VTA-01121,2024-07-04,2024,7,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9550000,1,95500,9454500,219661,9674161,6900000,2554500,27.0,2642364,Martín López,Oeste,Junior,189090,Contado,WhatsApp,0,0,1,4,1,4
VTA-01873,2024-07-04,2024,7,Q3,Renault Duster,Renault,SUV,Intermedio,9800000,9500000,2,190000,9310000,219209,9529209,7100000,2210000,23.7,2297683,Valentina Cruz,Este,Senior,331902,Contado,Referido,0,0,1,5,1,4
VTA-00294,2024-07-04,2024,7,Q3,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,6000000,4,240000,5760000,0,5760000,4200000,1560000,27.1,1560000,Diego Romero,Centro,Junior,126720,Contado,Llamada entrante,0,0,0,3,1,4
VTA-03248,2024-07-05,2024,7,Q3,Jeep Compass,Jeep,SUV,Luxury,25000000,23500000,1,235000,23265000,134076,23399076,17800000,5465000,23.5,5518630,Diego Romero,Centro,Junior,511830,Cuotas 36x,Web,0,0,1,44,1,4
VTA-02008,2024-07-05,2024,7,Q3,Ford Territory,Ford,SUV,Premium,18000000,18500000,2,370000,18130000,0,18130000,12900000,5230000,28.8,5230000,Diego Romero,Centro,Junior,398860,Cuotas 24x,Showroom,0,0,0,11,1,4
VTA-01595,2024-07-06,2024,7,Q3,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12950000,2,259000,12691000,288999,12979999,9000000,3691000,29.1,3806599,Lucía Fernández,Norte,Semi-Senior,333139,Cuotas 12x,Referido,0,0,1,2,1,3
VTA-02169,2024-07-06,2024,7,Q3,Ford EcoSport,Ford,SUV,Intermedio,10500000,10550000,1,105500,10444500,161211,10605711,7600000,2844500,27.2,2908984,Martín López,Oeste,Junior,208890,Plan de ahorro,Showroom,0,0,1,39,1,5
VTA-02741,2024-07-06,2024,7,Q3,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5450000,2,109000,5341000,0,5341000,4200000,1141000,21.4,1141000,Lucía Fernández,Norte,Semi-Senior,140201,Plan de ahorro,Referido,0,0,0,1,1,2
VTA-02410,2024-07-06,2024,7,Q3,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8200000,0,0,8200000,58532,8258532,5900000,2300000,28.0,2323412,Joaquín Torres,Sur,Semi-Senior,223860,Contado,Web,1,3400000,1,2,1,5
VTA-02912,2024-07-06,2024,7,Q3,Ford Territory,Ford,SUV,Premium,18000000,17700000,1,177000,17523000,181247,17704247,12900000,4623000,26.4,4695498,Sofía Herrera,Sur,Senior,604544,Cuotas 24x,Showroom,0,0,2,21,0,4
VTA-03647,2024-07-07,2024,7,Q3,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11950000,0,0,11950000,256249,12206249,9000000,2950000,24.7,3052499,Martín López,Oeste,Junior,239000,Contado,Referido,0,0,1,5,1,5
VTA-01661,2024-07-07,2024,7,Q3,Toyota Hilux,Toyota,Pickup,Premium,28000000,26900000,0,0,26900000,0,26900000,19800000,7100000,26.4,7100000,Valentina Cruz,Este,Senior,958985,Cuotas 36x,Web,0,0,0,25,1,5
VTA-02772,2024-07-07,2024,7,Q3,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12650000,1,126500,12523500,692701,13216201,9000000,3523500,28.1,3800580,Sofía Herrera,Sur,Senior,432061,Contado,Web,0,0,3,1,1,5
VTA-01705,2024-07-07,2024,7,Q3,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10700000,0,0,10700000,0,10700000,7900000,2800000,26.2,2800000,Joaquín Torres,Sur,Semi-Senior,292110,Cuotas 24x,Instagram,1,2200000,0,1,1,4
VTA-01985,2024-07-07,2024,7,Q3,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11450000,0,0,11450000,271556,11721556,8200000,3250000,28.4,3358622,Diego Romero,Centro,Junior,251900,Cuotas 24x,Web,0,0,1,3,1,4
VTA-03265,2024-07-07,2024,7,Q3,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8300000,0,0,8300000,250908,8550908,6100000,2200000,26.5,2300363,Diego Romero,Centro,Junior,182600,Cuotas 12x,Web,0,0,1,6,0,5
VTA-02745,2024-07-07,2024,7,Q3,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5750000,4,230000,5520000,206999,5726999,4200000,1320000,23.9,1402799,Valentina Cruz,Este,Senior,196788,Cuotas 24x,Web,0,0,1,5,1,5
VTA-03650,2024-07-07,2024,7,Q3,Jeep Renegade,Jeep,SUV,Premium,17500000,16600000,1,166000,16434000,353757,16787757,12500000,3934000,23.9,4075502,Lucía Fernández,Norte,Semi-Senior,431392,Cuotas 12x,Llamada entrante,0,0,2,2,1,5
VTA-01736,2024-07-07,2024,7,Q3,Ford Ranger,Ford,Pickup,Premium,24000000,24200000,2,484000,23716000,121973,23837973,17200000,6516000,27.5,6564789,Diego Romero,Centro,Junior,521752,Cuotas 36x,WhatsApp,0,0,1,19,1,4
VTA-03270,2024-07-07,2024,7,Q3,Ford EcoSport,Ford,SUV,Intermedio,10500000,10400000,2,208000,10192000,0,10192000,7600000,2592000,25.4,2592000,Sofía Herrera,Sur,Senior,351624,Contado,Showroom,1,4350000,0,18,0,4
VTA-01525,2024-07-08,2024,7,Q3,Ford Territory,Ford,SUV,Premium,18000000,18650000,1,186500,18463500,313502,18777002,12900000,5563500,30.1,5688900,Joaquín Torres,Sur,Semi-Senior,504054,Cuotas 12x,Web,0,0,2,1,1,4
VTA-02951,2024-07-08,2024,7,Q3,Renault Kwid,Renault,Hatchback,Económico,3500000,3600000,3,108000,3492000,251911,3743911,2600000,892000,25.5,992764,Martín López,Oeste,Junior,69840,Cuotas 36x,Llamada entrante,1,1500000,1,1,1,4
VTA-01321,2024-07-08,2024,7,Q3,Ford Territory,Ford,SUV,Premium,18000000,17800000,4,712000,17088000,148773,17236773,12900000,4188000,24.5,4247509,Sofía Herrera,Sur,Senior,589536,Contado,WhatsApp,0,0,1,1,1,5
VTA-02387,2024-07-08,2024,7,Q3,Honda HR-V,Honda,SUV,Premium,15500000,15550000,0,0,15550000,524902,16074902,11000000,4550000,29.3,4759960,Diego Romero,Centro,Junior,342100,Cuotas 12x,Showroom,0,0,2,4,1,4
VTA-01799,2024-07-09,2024,7,Q3,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10750000,3,322500,10427500,0,10427500,7900000,2527500,24.2,2527500,Martín López,Oeste,Junior,208550,Contado,WhatsApp,0,0,0,21,1,4
VTA-02721,2024-07-09,2024,7,Q3,Ford Ranger,Ford,Pickup,Premium,24000000,23250000,0,0,23250000,0,23250000,17200000,6050000,26.0,6050000,Paula Gómez,Centro,Senior,775387,Cuotas 24x,Web,0,0,0,26,1,3
VTA-00624,2024-07-09,2024,7,Q3,Jeep Renegade,Jeep,SUV,Premium,17500000,17050000,4,682000,16368000,291203,16659203,12500000,3868000,23.6,3984481,Valentina Cruz,Este,Senior,583519,Leasing,Referido,1,5750000,1,1,1,3
VTA-00427,2024-07-09,2024,7,Q3,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7500000,0,0,7500000,0,7500000,5600000,1900000,25.3,1900000,Diego Romero,Centro,Junior,165000,Contado,Referido,1,1250000,0,17,1,4
VTA-01943,2024-07-09,2024,7,Q3,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22300000,0,0,22300000,0,22300000,15800000,6500000,29.1,6500000,Diego Romero,Centro,Junior,490600,Cuotas 12x,WhatsApp,0,0,0,9,1,4
VTA-02307,2024-07-10,2024,7,Q3,Jeep Compass,Jeep,SUV,Luxury,25000000,23750000,1,237500,23512500,542544,24055044,17800000,5712500,24.3,5929517,Valentina Cruz,Este,Senior,838221,Contado,Web,0,0,3,22,1,5
VTA-02389,2024-07-10,2024,7,Q3,Renault Sandero,Renault,Hatchback,Económico,4800000,4850000,2,97000,4753000,88331,4841331,3500000,1253000,26.4,1288332,Lucía Fernández,Norte,Semi-Senior,124766,Contado,Web,0,0,1,9,0,4
VTA-02340,2024-07-10,2024,7,Q3,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7950000,4,318000,7632000,0,7632000,5900000,1732000,22.7,1732000,Valentina Cruz,Este,Senior,272081,Cuotas 24x,Instagram,0,0,0,9,0,5
VTA-02853,2024-07-10,2024,7,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9450000,1,94500,9355500,248744,9604244,6900000,2455500,26.2,2554997,Diego Romero,Centro,Junior,205821,Cuotas 36x,WhatsApp,0,0,1,26,0,5
VTA-02785,2024-07-10,2024,7,Q3,BMW Serie 3,BMW,Sedán,Luxury,48000000,48800000,2,976000,47824000,297268,48121268,33600000,14224000,29.7,14342907,Valentina Cruz,Este,Senior,1704926,Cuotas 36x,Showroom,0,0,2,1,1,5
VTA-02139,2024-07-10,2024,7,Q3,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10950000,0,0,10950000,0,10950000,7900000,3050000,27.9,3050000,Paula Gómez,Centro,Senior,365182,Cuotas 24x,Showroom,0,0,0,13,1,5
VTA-00288,2024-07-11,2024,7,Q3,Honda Civic,Honda,Sedán,Premium,16000000,15850000,0,0,15850000,305960,16155960,11400000,4450000,28.1,4572384,Diego Romero,Centro,Junior,348700,Contado,WhatsApp,0,0,2,12,1,2
VTA-03100,2024-07-11,2024,7,Q3,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9250000,1,92500,9157500,0,9157500,6900000,2257500,24.7,2257500,Joaquín Torres,Sur,Semi-Senior,250000,Cuotas 24x,Referido,0,0,0,1,1,5
